ECRef,RegulatedEntityName,ReportingPeriodName,RegulatedEntityType,TotalExpenditure,DateIncurred,ExpenseCategoryName,SupplierName,FullAddress,AmountInEngland,AmountInScotland,AmountInWales,AmountInNorthernIreland,DateOfClaimForPayment,DatePaid,RedactedSupportingInvoiceId,RegulatedEntityId,SupplierId,JointCampaignName,UnregisteredCampaignerName,CampaigningName,IsOutsideSection75
SP0500317,Advance Together [De-registered 01/10/20],UK Parliamentary general election 12/12/2019,Political Party,"£5,775.00",15/11/2019,Advertising,OneFifty Digital Limited,"2 Eastbourne Terrace, London, W2 6LG, United Kingdom","£5,148.80",£0.00,£626.20,£0.00,,19/11/2019,63337.0,6667,70049,,,,False
SP0500316,Advance Together [De-registered 01/10/20],UK Parliamentary general election 12/12/2019,Political Party,"£42,495.38",12/12/2019,Advertising,Facebook Ireland Limitd,"4 Grand Canal Square, Grand Canal Harbour, Dublin, Dublin 2, Ireland, The Republic of","£37,887.45",£0.00,"£4,607.93",£0.00,,16/12/2019,63336.0,6667,69042,,,,False
SP0500219,Scottish Family Party,UK Parliamentary general election 12/12/2019,Political Party,£37.20,29/11/2019,Advertising,Carrick Signs,"UNIT 8, PARK 17, MOSS LANE, WHITEFIELD, M45 8FJ, United Kingdom",£0.00,£37.20,£0.00,£0.00,,29/11/2019,63071.0,6380,60461,,,,False
SP0500218,Scottish Family Party,UK Parliamentary general election 12/12/2019,Political Party,£180.90,13/11/2019,Advertising,Vistaprint,"Hudsonweg 8, 5928 LW, Venlo, 5928 LW, Netherlands",£0.00,£180.90,£0.00,£0.00,,13/11/2019,63070.0,6380,60460,,,,False
SP0500217,Scottish Family Party,UK Parliamentary general election 12/12/2019,Political Party,£99.11,12/11/2019,Advertising,Big Art and Banners,"Unit 16 Dale Industrial Estate, Manchester, M26 1AD, United Kingdom",£0.00,£99.11,£0.00,£0.00,,12/11/2019,63069.0,6380,60462,,,,False
SP0500171,Green Party,UK Parliamentary general election 12/12/2019,Political Party,£200.00,15/11/2019,Advertising,Alistair McCallum,,£0.00,£200.00,£0.00,£0.00,,20/11/2019,63066.0,130,70363,,,,False
SP0498511,Lincolnshire Independents Lincolnshire First,UK Parliamentary general election 12/12/2019,Political Party,"£1,910.00",04/12/2019,Unsolicited material to electors,Ruddocks,"56 Great Northern Terrace, Lincoln, Lincolnshire, LN5 8HL, United Kingdom","£1,910.00",£0.00,£0.00,£0.00,,15/01/2020,64170.0,733,70838,,,,False
SP0498457,The Universal Good Party,UK Parliamentary general election 12/12/2019,Political Party,£264.78,21/10/2019,Transport,S Rous Loan,,£264.78,£0.00,£0.00,£0.00,,18/12/2019,62377.0,10240,60466,,,,False
SP0498456,The Universal Good Party,UK Parliamentary general election 12/12/2019,Political Party,"£1,894.00",28/11/2019,Unsolicited material to electors,Hollinger Print,"12 Burnett Road, Norwich, NR3 2BS, United Kingdom","£1,894.00",£0.00,£0.00,£0.00,,28/11/2019,62376.0,10240,60470,,,,False
SP0498455,The Universal Good Party,UK Parliamentary general election 12/12/2019,Political Party,"£1,131.32",25/11/2019,Unsolicited material to electors,Cavalier Mailing,"Mackintosh Road, Rackheath Ind Est, Norwich, NR13 6LJ, United Kingdom","£1,131.32",£0.00,£0.00,£0.00,,27/11/2019,62375.0,10240,60473,,,,False
SP0498454,The Universal Good Party,UK Parliamentary general election 12/12/2019,Political Party,£576.00,21/11/2019,Advertising,Archant,"Rouen Road, Norwich, NR1 1RE, United Kingdom",£576.00,£0.00,£0.00,£0.00,,22/11/2019,62374.0,10240,60471,,,,False
SP0498453,The Universal Good Party,UK Parliamentary general election 12/12/2019,Political Party,£358.80,21/11/2019,Advertising,Archant,"Rouen Road, Norwich, NR1 1RE, United Kingdom",£358.80,£0.00,£0.00,£0.00,,22/11/2019,62373.0,10240,60471,,,,False
SP0498032,The Cynon Valley Party [De-registered 06/11/20],UK Parliamentary general election 12/12/2019,Political Party,£400.00,12/11/2019,Advertising,Cardiff Bay Print,"Cardiff Bay Business Centre Titan Road, Cardiff, CF24 5BZ, Wales",£0.00,£0.00,£400.00,£0.00,,12/11/2019,63364.0,4186,70823,,,,False
SP0498026,The Cynon Valley Party [De-registered 06/11/20],UK Parliamentary general election 12/12/2019,Political Party,£500.00,05/11/2019,Overheads and general administration,Rhondda Cynon Taf Council,"Cambrian Park Clydach Vale, Clydach Vale, CF40 2XX, Wales",£0.00,£0.00,£500.00,£0.00,,05/11/2019,63363.0,4186,70822,,,,False
SP0498024,The Cynon Valley Party [De-registered 06/11/20],UK Parliamentary general election 12/12/2019,Political Party,"£1,252.80",27/11/2019,Unsolicited material to electors,Just Win Marketing,"12a Greenway, Caerphilly, CF83 8DW, Wales",£0.00,£0.00,"£1,252.80",£0.00,,27/11/2019,63362.0,4186,70821,,,,False
SP0498023,The Cynon Valley Party [De-registered 06/11/20],UK Parliamentary general election 12/12/2019,Political Party,"£1,209.60",11/11/2019,Unsolicited material to electors,Just Win Marketing,"12a Greenway, Caerphilly, CF83 8DW, Wales",£0.00,£0.00,"£1,209.60",£0.00,,11/11/2019,63361.0,4186,70821,,,,False
SP0498021,The Cynon Valley Party [De-registered 06/11/20],UK Parliamentary general election 12/12/2019,Political Party,£574.00,21/11/2019,Unsolicited material to electors,Tradeprint,"6 Lloyds Avenue, London, London, EC3N 3AX, United Kingdom",£0.00,£0.00,£574.00,£0.00,,21/11/2019,63360.0,4186,70820,,,,False
SP0498020,The Cynon Valley Party [De-registered 06/11/20],UK Parliamentary general election 12/12/2019,Political Party,£304.64,30/11/2019,Unsolicited material to electors,Tradeprint,"6 Lloyds Avenue, London, London, EC3N 3AX, United Kingdom",£0.00,£0.00,£304.64,£0.00,,30/11/2019,63359.0,4186,70820,,,,False
SP0498019,The Cynon Valley Party [De-registered 06/11/20],UK Parliamentary general election 12/12/2019,Political Party,"£1,281.45",07/11/2019,Unsolicited material to electors,Tradeprint,"6 Lloyds Avenue, London, London, EC3N 3AX, United Kingdom",£0.00,£0.00,"£1,281.45",£0.00,,07/11/2019,63358.0,4186,70820,,,,False
SP0498018,The Cynon Valley Party [De-registered 06/11/20],UK Parliamentary general election 12/12/2019,Political Party,£371.06,08/11/2019,Advertising,Tradeprint,"6 Lloyds Avenue, London, London, EC3N 3AX, United Kingdom",£0.00,£0.00,£371.06,£0.00,,08/11/2019,63357.0,4186,70820,,,,False
SP0498017,The Cynon Valley Party [De-registered 06/11/20],UK Parliamentary general election 12/12/2019,Political Party,£310.00,27/11/2019,Advertising,Facebook Ireland Limited,"4 Grand Canal Square, Dublin, ZZ0 0ZZ, Northern Ireland",£0.00,£0.00,£310.00,£0.00,,31/12/2019,63356.0,4186,70819,,,,False
SP0497973,Womens Equality Party,UK Parliamentary general election 12/12/2019,Political Party,£394.44,01/06/2019,Rallies and other events,Sophia Tuffin,,£394.44,£0.00,£0.00,£0.00,27/06/2019,27/06/2019,62420.0,2755,70811,,,,False
SP0497972,Womens Equality Party,UK Parliamentary general election 12/12/2019,Political Party,£897.40,07/05/2019,Rallies and other events,Hawthorn Theatrical Limited,"Crown Business Park, Old Dalby, Melton Mowbray, Leicestershire, LE14 3NQ, United Kingdom",£897.40,£0.00,£0.00,£0.00,21/06/2019,21/06/2019,62419.0,2755,70810,,,,False
SP0497941,Womens Equality Party,UK Parliamentary general election 12/12/2019,Political Party,£630.00,06/12/2019,Media,Doughty Street Chambers,"54 Doughty Street, London, WC1N 2LS, United Kingdom",£630.00,£0.00,£0.00,£0.00,10/01/2020,31/01/2020,62418.0,2755,70791,,,,False
SP0497940,Womens Equality Party,UK Parliamentary general election 12/12/2019,Political Party,"£1,000.00",01/06/2019,Market research/canvassing,eCanvasser Vconnecta Limited,"Unit 6A, South Ring Business Park, Cork, ZZ0 0ZZ, Ireland, The Republic of","£1,000.00",£0.00,£0.00,£0.00,26/06/2019,08/07/2019,62417.0,2755,70790,,,,False
SP0497939,Womens Equality Party,UK Parliamentary general election 12/12/2019,Political Party,"£1,160.00",01/07/2019,Market research/canvassing,eCanvasser Vconnecta Limited,"Unit 6A, South Ring Business Park, Cork, ZZ0 0ZZ, Ireland, The Republic of","£1,160.00",£0.00,£0.00,£0.00,10/07/2019,08/08/2019,62416.0,2755,70790,,,,False
SP0497938,Womens Equality Party,UK Parliamentary general election 12/12/2019,Political Party,"£1,160.00",01/08/2019,Market research/canvassing,eCanvasser Vconnecta Limited,"Unit 6A, South Ring Business Park, Cork, ZZ0 0ZZ, Ireland, The Republic of","£1,160.00",£0.00,£0.00,£0.00,20/08/2019,03/10/2019,62415.0,2755,70790,,,,False
SP0497937,Womens Equality Party,UK Parliamentary general election 12/12/2019,Political Party,"£1,160.00",01/09/2019,Market research/canvassing,eCanvasser Vconnecta Limited,"Unit 6A, South Ring Business Park, Cork, ZZ0 0ZZ, Ireland, The Republic of","£1,160.00",£0.00,£0.00,£0.00,24/09/2019,24/10/2019,62414.0,2755,70790,,,,False
SP0497936,Womens Equality Party,UK Parliamentary general election 12/12/2019,Political Party,"£1,199.00",01/10/2019,Market research/canvassing,eCanvasser Vconnecta Limited,"Unit 6A, South Ring Business Park, Cork, ZZ0 0ZZ, Ireland, The Republic of","£1,199.00",£0.00,£0.00,£0.00,15/10/2019,30/10/2019,62413.0,2755,70790,,,,False
SP0497935,Womens Equality Party,UK Parliamentary general election 12/12/2019,Political Party,"£1,199.00",01/11/2019,Market research/canvassing,eCanvasser Vconnecta Limited,"Unit 6A, South Ring Business Park, Cork, ZZ0 0ZZ, Ireland, The Republic of","£1,199.00",£0.00,£0.00,£0.00,15/11/2019,09/12/2019,62412.0,2755,70790,,,,False
SP0497934,Womens Equality Party,UK Parliamentary general election 12/12/2019,Political Party,£879.28,01/12/2019,Market research/canvassing,eCanvasser Vconnecta Limited,"Unit 6A, South Ring Business Park, Cork, ZZ0 0ZZ, Ireland, The Republic of",£879.28,£0.00,£0.00,£0.00,13/12/2019,23/12/2019,62411.0,2755,70790,,,,False
SP0497932,Womens Equality Party,UK Parliamentary general election 12/12/2019,Political Party,"£1,544.01",01/09/2019,Unsolicited material to electors,Dekko Limitd,"6-8 Cole Street, London, SE1 4YH, United Kingdom","£1,544.01",£0.00,£0.00,£0.00,30/09/2019,30/09/2019,62410.0,2755,70789,,,,False
SP0497931,Womens Equality Party,UK Parliamentary general election 12/12/2019,Political Party,"£2,058.68",01/06/2019,Unsolicited material to electors,Dekko Limitd,"6-8 Cole Street, London, SE1 4YH, United Kingdom","£2,058.68",£0.00,£0.00,£0.00,13/06/2019,13/06/2019,62409.0,2755,70789,,,,False
SP0497927,Womens Equality Party,UK Parliamentary general election 12/12/2019,Political Party,£344.00,16/10/2019,Unsolicited material to electors,Leaflet Distribution Hertfordshire TM,"94 Percival Road, Enfield, Middlesex, EN1 1QU, United Kingdom",£344.00,£0.00,£0.00,£0.00,18/10/2019,18/10/2019,62408.0,2755,70788,,,,False
SP0497924,Womens Equality Party,UK Parliamentary general election 12/12/2019,Political Party,£477.07,30/05/2019,Advertising,Facebook Ireland Limited,"4 Grand Canal Square, Grand Canal Harbour, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£477.07,£0.00,£0.00,£0.00,07/06/2019,07/06/2019,62407.0,2755,70787,,,,False
SP0497923,Womens Equality Party,UK Parliamentary general election 12/12/2019,Political Party,£500.00,06/06/2019,Advertising,Facebook Ireland Limited,"4 Grand Canal Square, Grand Canal Harbour, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£500.00,£0.00,£0.00,£0.00,25/06/2019,25/06/2019,62406.0,2755,70787,,,,False
SP0497921,Womens Equality Party,UK Parliamentary general election 12/12/2019,Political Party,£500.00,06/09/2019,Advertising,Facebook Ireland Limited,"4 Grand Canal Square, Grand Canal Harbour, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£500.00,£0.00,£0.00,£0.00,10/09/2019,10/09/2019,62405.0,2755,70787,,,,False
SP0497920,Womens Equality Party,UK Parliamentary general election 12/12/2019,Political Party,£500.00,08/09/2019,Advertising,Facebook Ireland Limited,"4 Grand Canal Square, Grand Canal Harbour, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£500.00,£0.00,£0.00,£0.00,13/09/2019,13/09/2019,62404.0,2755,70787,,,,False
SP0497916,Womens Equality Party,UK Parliamentary general election 12/12/2019,Political Party,£201.45,11/12/2018,Advertising,Facebook Ireland Limited,"4 Grand Canal Square, Grand Canal Harbour, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£201.45,£0.00,£0.00,£0.00,05/01/2019,05/01/2019,62403.0,2755,70787,,,,False
SP0497915,Womens Equality Party,UK Parliamentary general election 12/12/2019,Political Party,£307.26,29/07/2019,Advertising,Facebook Ireland Limited,"4 Grand Canal Square, Grand Canal Harbour, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£307.26,£0.00,£0.00,£0.00,07/08/2019,07/08/2019,62402.0,2755,70787,,,,False
SP0497912,Womens Equality Party,UK Parliamentary general election 12/12/2019,Political Party,£380.68,17/09/2019,Advertising,Facebook Ireland Limited,"4 Grand Canal Square, Grand Canal Harbour, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£380.68,£0.00,£0.00,£0.00,07/10/2019,07/10/2019,62401.0,2755,70787,,,,False
SP0497911,Womens Equality Party,UK Parliamentary general election 12/12/2019,Political Party,£500.00,12/09/2019,Advertising,Facebook Ireland Limited,"4 Grand Canal Square, Grand Canal Harbour, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£500.00,£0.00,£0.00,£0.00,19/09/2019,19/09/2019,62400.0,2755,70787,,,,False
SP0497910,Womens Equality Party,UK Parliamentary general election 12/12/2019,Political Party,£500.00,04/08/2019,Advertising,Facebook Ireland Limited,"4 Grand Canal Square, Grand Canal Harbour, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£500.00,£0.00,£0.00,£0.00,06/09/2019,06/09/2019,62399.0,2755,70787,,,,False
SP0497905,Womens Equality Party,UK Parliamentary general election 12/12/2019,Political Party,£307.26,29/07/2019,Advertising,Facebook Ireland Limited,"4 Grand Canal Square, Grand Canal Harbour, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£307.26,£0.00,£0.00,£0.00,07/08/2019,07/08/2019,62398.0,2755,70787,,,,False
SP0497904,Womens Equality Party,UK Parliamentary general election 12/12/2019,Political Party,£500.00,07/07/2019,Advertising,Facebook Ireland Limited,"4 Grand Canal Square, Grand Canal Harbour, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£500.00,£0.00,£0.00,£0.00,30/07/2019,30/07/2019,62397.0,2755,70787,,,,False
SP0497903,Womens Equality Party,UK Parliamentary general election 12/12/2019,Political Party,£416.97,24/06/2019,Advertising,Facebook Ireland Limited,"4 Grand Canal Square, Grand Canal Harbour, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£416.97,£0.00,£0.00,£0.00,07/07/2019,07/07/2019,62396.0,2755,70787,,,,False
SP0497902,Womens Equality Party,UK Parliamentary general election 12/12/2019,Political Party,£500.00,21/05/2019,Advertising,Facebook Ireland Limited,"4 Grand Canal Square, Grand Canal Harbour, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£500.00,£0.00,£0.00,£0.00,31/05/2019,31/05/2019,62395.0,2755,70787,,,,False
SP0497901,Womens Equality Party,UK Parliamentary general election 12/12/2019,Political Party,£210.00,16/01/2019,Advertising,Urban Design & Print Ltd,"Units 1-3 & 12 Victoria Business Park, Short Street, Southend-On-Sea, Essex, SS2 5BY, United Kingdom",£210.00,£0.00,£0.00,£0.00,22/01/2019,31/01/2019,62394.0,2755,70783,,,,False
SP0497899,Womens Equality Party,UK Parliamentary general election 12/12/2019,Political Party,"£1,200.00",26/07/2019,Advertising,M Media Group Ltd,"Enterprise House, Enterprise Way, Aviation Business Park, Christchurch, BH23 6NW, United Kingdom","£1,200.00",£0.00,£0.00,£0.00,29/07/2019,29/07/2019,62393.0,2755,70786,,,,False
SP0497897,Womens Equality Party,UK Parliamentary general election 12/12/2019,Political Party,£300.00,31/07/2019,Advertising,Gabi Torres Photography,,£300.00,£0.00,£0.00,£0.00,01/08/2019,01/08/2019,62392.0,2755,70780,,,,False
SP0497896,Womens Equality Party,UK Parliamentary general election 12/12/2019,Political Party,£500.00,24/07/2019,Advertising,Quiet Storm,"42-44 Beak Street, London, W1F 9RH, United Kingdom",£500.00,£0.00,£0.00,£0.00,11/09/2019,06/02/2020,62391.0,2755,70785,,,,False
SP0497894,Womens Equality Party,UK Parliamentary general election 12/12/2019,Political Party,£213.60,16/10/2019,Advertising,Urban Design & Print Ltd,"Units 1-3 & 12 Victoria Business Park, Short Street, Southend-On-Sea, Essex, SS2 5BY, United Kingdom",£213.60,£0.00,£0.00,£0.00,29/10/2019,29/10/2019,62390.0,2755,70783,,,,False
SP0497892,Womens Equality Party,UK Parliamentary general election 12/12/2019,Political Party,£240.00,27/09/2019,Advertising,Leo Cackett Photography Ltd,,£240.00,£0.00,£0.00,£0.00,20/10/2019,20/10/2019,62389.0,2755,70781,,,,False
SP0497888,Womens Equality Party,UK Parliamentary general election 12/12/2019,Political Party,£250.00,22/10/2019,Advertising,George Torode Photographer,,£250.00,£0.00,£0.00,£0.00,24/10/2019,24/12/2019,62388.0,2755,70778,,,,False
SP0497887,Womens Equality Party,UK Parliamentary general election 12/12/2019,Political Party,"£1,293.04",13/10/2019,Advertising,Crowdfunder.co.uk,"C-Space, 5-7 The Crescent, Newquay, Cornwall, TR1 1DT, United Kingdom","£1,293.04",£0.00,£0.00,£0.00,16/12/2019,16/12/2019,62387.0,2755,70777,,,,False
SP0497883,Scottish Family Party,UK Parliamentary general election 12/12/2019,Political Party,£450.68,11/12/2019,Advertising,Facebook,"4 Grand Canal Square, Dublin, ZZ0 0ZZ, Ireland, The Republic of",£0.00,£450.68,£0.00,£0.00,12/12/2019,21/12/2019,62337.0,6380,69018,,,,False
SP0497881,Scottish Family Party,UK Parliamentary general election 12/12/2019,Political Party,£768.15,12/12/2019,Transport,Mileage,,£0.00,£768.15,£0.00,£0.00,,12/12/2019,62335.0,6380,60464,,,,False
SP0497484,Scottish Family Party,UK Parliamentary general election 12/12/2019,Political Party,"£1,198.05",26/11/2019,Unsolicited material to electors,Solopress,"9 Stock Road,, Southend-on-Sea, Essex, SS2 5QF, United Kingdom",£0.00,"£1,198.05",£0.00,£0.00,,26/11/2019,62334.0,6380,60459,,,,False
SP0496645,Proud of Oldham & Saddleworth,UK Parliamentary general election 12/12/2019,Political Party,£270.00,29/11/2019,Advertising,Local Communications Ltd,"Units 3-4, 45 High Street, Uppermill, Oldham, OL3 6HS, United Kingdom",£270.00,£0.00,£0.00,£0.00,,13/01/2020,62333.0,10256,61276,,,,False
SP0496644,Proud of Oldham & Saddleworth,UK Parliamentary general election 12/12/2019,Political Party,£561.31,25/11/2019,Advertising,Newsquest Media Group,"Loudwater Mill, Station Road, High Wycombe, Buckinghamshire, HP10 9TY, United Kingdom",£561.31,£0.00,£0.00,£0.00,,25/11/2019,62332.0,10256,61277,,,,False
SP0496643,Proud of Oldham & Saddleworth,UK Parliamentary general election 12/12/2019,Political Party,£540.00,15/11/2019,Advertising,Local Communications Ltd,"Units 3-4, 45 High Street, Uppermill, Oldham, OL3 6HS, United Kingdom",£540.00,£0.00,£0.00,£0.00,,16/12/2019,62331.0,10256,61276,,,,False
SP0496642,Proud of Oldham & Saddleworth,UK Parliamentary general election 12/12/2019,Political Party,£250.00,02/12/2019,Unsolicited material to electors,Digital Edge,"294/296 Rochdale Road, Oldham, Greater Manchester, OL1 2BU, United Kingdom",£250.00,£0.00,£0.00,£0.00,,07/12/2019,62330.0,10256,61274,,,,False
SP0496641,Proud of Oldham & Saddleworth,UK Parliamentary general election 12/12/2019,Political Party,£885.00,27/11/2019,Unsolicited material to electors,Digital Edge,"294/296 Rochdale Road, Oldham, Greater Manchester, OL1 2BU, United Kingdom",£885.00,£0.00,£0.00,£0.00,,27/11/2019,62329.0,10256,61274,,,,False
SP0496607,Libertarian Party,UK Parliamentary general election 12/12/2019,Political Party,£160.00,18/10/2019,Manifesto or Referendum material,Solopress,"9 Stock Road, Southend on Sea, Essex, SS2 5QF, United Kingdom",£160.00,£0.00,£0.00,£0.00,,23/10/2019,62328.0,684,60476,,,,False
SP0496561,English Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£1,280.00",17/06/2019,Unsolicited material to electors,Ancient House Printing Group,"8 Whittle Road, Ipswich, Suffolk, IP2 0HA, United Kingdom","£1,280.00",£0.00,£0.00,£0.00,,01/07/2019,62327.0,17,3194,,,,False
SP0496560,English Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£4,760.39",12/12/2019,Unsolicited material to electors,Ancient House Printing Group,"8 Whittle Road, Ipswich, Suffolk, IP2 0HA, United Kingdom","£4,760.39",£0.00,£0.00,£0.00,,24/01/2020,62326.0,17,3194,,,,False
